Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
96.52,1.7973,-0.2216,1.59
96.54,1.6098,-0.2403,2.2913
96.56,0.7166,-0.6604,3.5187
96.58,0.5212,-0.0171,3.4203
96.6,-0.1764,-0.4023,3.1473
96.62,-0.7755,-0.5584,2.9054
96.64,-0.8056,-0.6598,2.1641
96.66,-1.4262,-1.2052,1.7029
96.68,-1.3934,-0.8155,1.6913
96.7,-1.0561,-0.8716,0.6972
96.72,-1.3154,-1.537,-0.4925
96.74,-1.0487,-0.872,-0.534
96.76,-1.1823,-0.446,-0.9064
96.78,-0.641,-0.2966,-1.3852
96.8,-0.5637,0.2555,-0.9788
96.82,-0.6077,0.3639,-1.5724
96.84,-0.7007,0.8444,-1.6296
96.86,-0.7035,1.4026,-2.1657
96.88,-0.4501,1.3782,-2.3811
96.9,0.359,1.6413,-2.6112
96.92,0.3557,1.6318,-2.8476
96.94,1.2041,1.1376,-2.6677
96.96,1.3905,0.7252,-2.1347
96.98,1.7065,0.3087,-1.1429
97.0,2.0086,0.1799,-1.1013
97.02,2.101,-0.3268,0.5891
97.04,1.7405,-0.5591,1.4345
97.06,1.5083,-0.4917,3.1456
97.08,0.8956,-0.449,2.4698
97.1,0.5175,-0.3881,3.5577
97.12,-0.0374,-0.3282,3.4741
97.14,-0.4977,-0.5737,3.6426
97.16,-1.312,-0.9047,2.6299
97.18,-1.202,-0.4928,1.7518
97.2,-1.3161,-1.1221,0.3237
97.22,-0.98,-1.2994,0.8928
97.24,-1.8975,-0.7675,0.4486
97.26,-1.6452,-0.6813,-0.1684
97.28,-0.8721,-0.796,-0.5651
97.3,-0.8543,-0.3351,-0.1107
97.32,-0.8591,0.0676,-0.3734
97.34,-0.4784,0.2142,-1.6491
97.36,-0.4025,0.7301,-1.3107
97.38,-0.9449,1.2524,-1.5471
97.4,-0.1287,1.3042,-2.1876
97.42,0.0407,1.7291,-3.0173
97.44,0.3098,1.3864,-3.6243
97.46,0.9519,0.8348,-3.0092
97.48,1.2291,0.9069,-2.2431
97.5,1.5285,0.5486,-1.7125
97.52,2.3198,0.606,-0.6538
97.54,1.9744,-0.0736,-0.0178
97.56,2.1984,-0.1267,0.8207
97.58,1.3877,-0.0038,2.4039
97.6,1.0439,-0.3116,2.2322
97.62,0.8892,-0.6559,3.1951
97.64,0.3145,-0.2656,3.9093
97.66,-0.5986,-0.7845,3.1268
97.68,-1.0535,-0.592,2.9164
97.7,-1.3307,-0.8793,1.9648
97.72,-1.6199,-1.2892,1.4574
97.74,-1.5086,-0.7379,0.2306
97.76,-1.9199,-0.7491,0.2398
97.78,-1.479,-0.5429,-0.1863
97.8,-1.387,-0.3147,-0.9707
97.82,-0.9936,-0.4075,-0.6181
97.84,-0.7283,0.0131,-0.8379
97.86,-0.7236,0.4199,-0.973
97.88,-0.6371,1.2339,-1.4657
97.9,-0.8536,0.6858,-1.9556
97.92,0.2436,1.352,-2.2837
97.94,-0.041,1.4369,-2.5695
97.96,0.384,1.4352,-2.8986
97.98,0.4908,1.3228,-2.682
98.0,1.032,1.5647,-2.3566
98.02,1.1417,0.6939,-1.3453
98.04,1.7114,0.2484,-0.9965
98.06,1.9723,-0.0509,-0.2082
98.08,2.0225,-0.3527,0.8749
98.1,2.051,-0.391,1.4101
98.12,1.2765,-0.6459,2.2277
98.14,1.1155,-0.5456,3.2719
98.16,0.761,-0.5971,3.8389
98.18,-0.1505,-0.5429,2.8789
98.2,-1.1609,-0.546,2.8042
98.22,-1.2584,-1.0375,2.278
98.24,-1.4656,-0.6919,1.2393
98.26,-1.5475,-1.1443,0.6654
98.28,-1.6776,-0.3889,0.5272
98.3,-1.2042,-1.1286,-0.2816
98.32,-1.1986,-0.8131,-0.166
98.34,-1.098,-0.6835,-0.8109
98.36,-1.006,0.3095,-0.7661
98.38,-0.6399,0.5728,-1.0228
98.4,-0.6253,0.1696,-1.3515
98.42,-0.4198,0.7992,-2.3891
98.44,-0.1124,1.1752,-2.4086
98.46,-0.1559,1.2161,-2.8513
98.48,0.1685,1.1888,-2.6617
98.5,0.732,1.4145,-2.2814
98.52,0.5458,1.4635,-3.0209
98.54,1.238,0.6678,-2.4306
98.56,2.0956,0.3865,-1.5406
98.58,1.9905,0.2553,-0.3976
98.6,2.0128,0.0829,0.6903
98.62,1.9613,-0.3992,1.7683
98.64,1.5477,-0.2666,2.594
98.66,1.1287,-0.5212,2.9276
98.68,0.738,-0.7234,3.3227
98.7,-0.674,-0.5916,3.2925
98.72,-1.3539,-0.4293,2.9467
98.74,-1.3039,-0.348,2.7086
98.76,-1.3641,-1.1288,1.7802
98.78,-1.2058,-0.8989,1.1201
98.8,-1.8561,-0.8163,0.0396
98.82,-1.3603,-0.9688,-0.005
98.84,-1.3901,-1.2996,-0.3037
98.86,-0.7982,-0.76,-0.2826
98.88,-1.2074,-0.1195,-0.6596
98.9,-0.6062,0.215,-0.6482
98.92,-0.8369,0.481,-1.5926
98.94,-0.7411,0.8712,-1.0476
98.96,-0.5902,0.5924,-2.2911
98.98,-0.3595,1.1812,-2.0598
99.0,-0.0555,1.6964,-2.7413
99.02,0.2038,1.491,-2.5251
99.04,1.079,1.1409,-2.8895
99.06,1.7314,1.0349,-2.2246
99.08,1.3057,0.3211,-2.0734
99.1,1.8546,0.4044,-0.8537
99.12,2.366,0.3682,0.5404
99.14,1.7706,-0.209,1.3425
99.16,2.2001,-0.1721,3.1183
99.18,1.2706,-0.5314,3.0037
99.2,0.7597,-0.4804,3.9106
99.22,0.3831,-0.9349,3.3892
99.24,-0.6138,-0.3842,2.7757
99.26,-1.1736,-0.6833,2.0296
99.28,-1.558,-0.624,2.1596
99.3,-1.6135,-0.6659,1.3535
99.32,-1.6776,-1.0559,0.8737
99.34,-1.1509,-1.3205,-0.117
99.36,-1.8944,-0.8813,-0.4668
99.38,-1.0052,-0.7929,-0.5813
99.4,-1.0721,-0.2152,-0.5908
99.42,-0.6994,-0.1486,-0.847
99.44,-0.3928,1.1293,-1.0385
99.46,-0.6117,0.6207,-1.6964
99.48,-0.385,1.0343,-2.167
99.5,-0.1731,1.0705,-2.1546
99.52,-0.2588,1.649,-2.1535
99.54,0.8088,1.2264,-2.7659
99.56,0.2683,1.7192,-2.9133
99.58,0.9837,0.9863,-2.3949
99.6,1.2902,0.5345,-1.0612
99.62,2.1231,0.3243,-0.7596
99.64,1.9652,0.4054,-0.382
99.66,1.9169,-0.3991,1.5469
99.68,1.3826,-0.074,2.4703
99.7,1.4185,-0.6156,3.4576
99.72,1.2029,0.1666,4.3646
99.74,0.2326,-0.7807,3.8354
99.76,-1.0104,-0.5912,2.4406
99.78,-1.3149,-0.5717,2.7339
99.8,-0.9793,-0.5873,2.6502
99.82,-1.5505,-0.7387,1.2534
99.84,-1.3874,-0.983,0.4809
99.86,-1.689,-1.095,0.3005
99.88,-1.3905,-0.8271,-0.0381
99.9,-1.2659,-0.6674,-0.3452
99.92,-0.9984,-0.9888,-1.4723
99.94,-0.9083,-0.6037,-1.0551
99.96,-0.365,0.1438,-1.3341
99.98,-0.8412,0.4356,-1.404
100.0,-0.6633,0.6469,-1.5289
100.02,-0.3117,1.2636,-1.7809
100.04,0.0585,1.4068,-3.3761
100.06,0.1054,1.468,-2.9097
100.08,0.3183,1.2966,-3.1701
100.1,0.9393,1.2525,-2.9463
100.12,1.3865,0.8307,-1.7719
100.14,1.8205,0.4755,-1.2418
100.16,1.6113,0.2691,-0.0353
100.18,2.2059,-0.2495,0.2172
100.2,1.4452,-0.4302,1.4396
100.22,0.9363,-0.6641,2.359
100.24,1.526,-0.4653,3.9196
100.26,0.9184,-0.1461,3.3895
100.28,-0.6539,-0.4303,3.9255
100.3,-1.2273,-0.9591,2.5058
100.32,-1.4304,-0.6478,2.6147
100.34,-1.4398,-0.7239,1.7932
100.36,-2.0422,-0.9217,0.848
100.38,-1.4904,-1.3075,0.2012
100.4,-1.702,-1.0241,-0.0436
100.42,-1.2791,-1.2687,-0.3109
100.44,-1.168,-0.7557,-0.5794
100.46,-0.7248,-0.0857,-0.7131
100.48,-0.2998,0.0396,-0.9206
100.5,-0.2851,0.4484,-0.8123
100.52,-0.632,0.6954,-1.1505
100.54,-0.0873,1.1407,-2.6619
100.56,0.2935,1.1213,-3.4405
100.58,-0.2662,1.8369,-2.9528
100.6,0.7441,1.6116,-3.0246
100.62,1.2721,1.0235,-2.4507
100.64,1.4906,0.9445,-1.9264
100.66,1.4941,0.453,-1.9574
100.68,2.2009,0.2284,-1.2116
100.7,1.9244,-0.0462,0.0088
100.72,2.0222,-0.0954,0.9742
100.74,1.5904,-0.5127,2.1966
100.76,0.8283,-0.4091,2.9596
100.78,0.5535,-0.4744,2.3267
100.8,-0.424,-0.6287,3.9045
100.82,-0.8414,-0.4796,3.6054
100.84,-1.5045,-0.8234,2.7474
100.86,-1.6442,-0.7368,1.9511
100.88,-1.4617,-1.0065,1.7059
100.9,-1.7364,-0.9706,1.0952
100.92,-1.2719,-1.2266,-0.1942
100.94,-1.31,-0.6359,-0.241
100.96,-1.3549,-1.1632,-0.0061
100.98,-0.6627,-0.4356,-0.7793
101.0,-0.4913,-0.0006,-1.1017
101.02,-0.5605,0.1541,-1.0613
101.04,-0.2191,0.8015,-1.8025
101.06,-0.0893,0.9126,-1.77
101.08,-0.5525,1.4663,-2.2776
101.1,-0.0265,1.6144,-1.6679
101.12,0.3432,1.3492,-3.7329
101.14,1.2893,1.1878,-2.9008
101.16,1.2555,1.1811,-2.8218
101.18,1.7172,0.5791,-2.0881
101.2,2.0664,0.5419,-0.8427
101.22,1.8163,-0.3561,-0.2997
101.24,1.5818,0.3555,0.579
101.26,1.6016,-0.5903,2.4763
101.28,1.1215,0.2188,2.9484
101.3,0.8941,-0.5282,2.9929
101.32,-0.3246,-0.6451,3.8447
101.34,-0.1377,-0.5732,2.658
101.36,-1.1614,-0.739,3.5279
101.38,-1.3594,-0.3833,2.2609
101.4,-1.7036,-1.0646,2.1155
101.42,-1.4563,-0.8478,1.2034
101.44,-1.8483,-1.0612,0.1255
101.46,-1.0103,-0.6391,0.2386
101.48,-0.7911,-0.7557,-0.2165
101.5,-0.6277,-0.8254,-0.2037
101.52,-0.9217,-0.3887,-1.1102
101.54,0.2532,0.5267,-1.14
101.56,-0.2139,0.4708,-1.2266
101.58,-0.3344,1.0486,-2.1999
101.6,0.0784,0.9887,-2.2098
101.62,0.6487,1.5637,-2.8691
101.64,0.5936,1.6096,-3.518
101.66,0.5991,1.1897,-2.8966
101.68,1.6735,1.0811,-2.622
101.7,1.1027,0.5975,-2.3882
101.72,1.8487,0.3516,-1.7647
101.74,2.1764,0.2884,-0.7543
101.76,2.229,-0.3981,0.4212
101.78,1.351,-0.4776,1.6867
101.8,1.4138,-0.2174,1.8653
101.82,0.4829,-0.5884,3.3004
101.84,0.2321,-0.6977,2.9907
101.86,-0.8532,-0.8391,3.3841
101.88,-0.5273,-0.837,3.0651
101.9,-1.2092,-1.0973,2.4454
101.92,-1.3745,-0.6323,1.9223
101.94,-1.9531,-0.746,1.4526
101.96,-1.7515,-0.9203,0.94
101.98,-1.2035,-0.7023,0.721
102.0,-1.2311,-0.2814,-0.3014
102.02,-1.0298,-0.5954,-0.541
102.04,-0.7446,-0.534,0.1242
102.06,-0.8438,-0.1646,-1.0485
102.08,-0.3562,0.73,-0.952
102.1,-0.2527,0.934,-1.6002
102.12,-0.0357,1.154,-1.5945
102.14,0.2464,1.8166,-2.1135
102.16,0.5657,1.6229,-2.7484
102.18,1.0638,1.7322,-2.9335
102.2,1.1653,1.2404,-2.4591
102.22,1.391,0.6555,-2.8704
102.24,1.9011,0.5357,-2.4911
102.26,1.482,0.0405,-1.3946
102.28,2.2128,-0.141,-0.2048
102.3,2.1222,-0.4523,0.7896
102.32,1.2664,-0.9428,2.2827
102.34,0.7978,-0.5366,3.5785
102.36,0.8647,-0.0445,2.9158
102.38,0.0327,-0.0698,3.7282
102.4,-0.4948,-0.2947,3.0708
102.42,-1.0551,-0.7103,2.6483
102.44,-1.7354,-0.9109,2.5874
102.46,-1.3129,-0.8689,1.9776
102.48,-1.4789,-0.7745,0.4087
102.5,-2.0395,-0.8659,-0.0498
102.52,-1.2034,-0.7052,0.0521
102.54,-1.3575,-0.9734,-0.075
102.56,-0.969,-0.5338,-0.3951
102.58,-0.7862,0.5224,-1.2784
102.6,-0.2947,0.5521,-0.9278
102.62,-0.7386,0.5566,-2.1572
102.64,-0.372,1.22,-2.1788
102.66,-0.2155,1.3625,-2.2691
102.68,0.5256,1.1356,-2.8589
102.7,0.2994,1.4733,-2.7236
102.72,1.2083,1.0934,-3.2135
102.74,1.3294,1.1996,-3.068
102.76,1.3095,0.776,-2.1113
102.78,1.5016,-0.2894,-1.3816
102.8,2.1872,-0.4846,0.2613
102.82,2.5546,-1.0271,0.7916
102.84,1.3763,-0.5142,1.7422
102.86,1.2364,-0.303,2.9834
102.88,0.6078,-0.4316,3.5016
102.9,0.1277,-0.4029,3.2326
102.92,-0.5231,-0.5098,3.7297
102.94,-1.2293,-1.169,3.3986
102.96,-1.6338,-0.6212,2.2147
102.98,-2.0707,-0.7775,1.4048
103.0,-1.4406,-1.0001,1.4573
103.02,-1.8736,-0.5171,-0.0149
103.04,-1.1081,-0.4851,0.1932
103.06,-1.1578,-1.0794,-0.6655
103.08,-0.8127,-0.276,-1.6319
103.1,-0.7044,-0.2504,-0.1156
103.12,-0.6122,0.3919,-0.8075
103.14,-0.6509,0.9045,-1.5841
103.16,-0.6483,1.2592,-1.4045
103.18,-0.0999,1.7289,-2.6861
103.2,0.3087,1.3131,-2.8228
103.22,0.4094,1.1454,-3.2176
103.24,0.8808,1.6411,-3.4829
103.26,1.1985,0.9601,-3.0254
103.28,1.6977,0.6456,-2.6707
103.3,1.4895,-0.0743,-2.0047
103.32,1.8208,-0.4355,-0.6033
103.34,2.0061,-0.0655,0.6894
103.36,1.68,-0.7277,1.7021
103.38,1.5608,-0.9189,2.465
103.4,0.7324,-0.6577,3.1587
103.42,0.0422,-0.334,2.6456
103.44,-0.3812,-0.8636,3.0287
103.46,-0.6317,-0.6028,2.6356
103.48,-0.9592,-0.7652,2.5948
103.5,-1.396,-0.9937,1.6357
103.52,-2.0401,-0.8724,0.7647
103.54,-1.1766,-0.6369,0.1637
103.56,-1.1576,-0.8605,0.5462
103.58,-1.1556,-0.3682,-0.4937
103.6,-0.7236,-0.4985,-0.5641
103.62,-0.8955,-0.2377,-0.7795
103.64,-0.9056,0.0494,-1.0157
103.66,-0.8569,0.7939,-0.7121
103.68,-0.2891,1.2217,-1.9329
103.7,-0.5206,0.9879,-2.3155
103.72,-0.141,1.5501,-2.5291
103.74,-0.1482,1.3943,-2.7625
103.76,-0.0878,0.8427,-3.1836
103.78,1.0659,0.7858,-2.149
103.8,1.1565,0.277,-2.2934
103.82,1.5617,0.328,-1.453
103.84,1.6393,-0.3866,-1.0513
103.86,1.8885,-0.7066,0.4065
103.88,1.9766,-0.6014,1.2172
103.9,1.9539,-0.6868,2.4576
103.92,1.045,-0.9069,2.7536
103.94,0.908,-0.9425,2.7965
103.96,0.1348,-1.1,3.5648
103.98,-0.7323,-1.027,2.9352
104.0,-0.9049,-0.8113,1.9733
104.02,-1.2099,-0.7969,2.0726
104.04,-1.791,-0.8873,1.5696
104.06,-1.7416,-0.6411,0.7515
104.08,-1.0454,-0.6221,0.0979
104.1,-1.0122,-0.7626,0.3525
104.12,-1.1148,-0.1934,-0.2153
104.14,-1.0232,-0.2636,-0.812
104.16,-0.9089,0.031,-0.9901
104.18,-0.7243,0.8515,-1.1602
104.2,-1.0412,0.8285,-1.2139
104.22,-0.1535,1.1064,-1.4865
104.24,-0.408,1.0495,-1.9658
104.26,-0.0117,1.8613,-2.7872
104.28,0.2388,0.7335,-3.1081
104.3,0.5303,1.0479,-3.7562
104.32,1.2647,0.5783,-2.4996
104.34,1.977,0.8273,-1.5951
104.36,2.1578,0.2596,-1.0498
104.38,2.2168,0.0419,-0.0882
104.4,2.209,-0.527,0.7789
104.42,1.6755,-0.6049,1.3936
104.44,1.4405,-0.8073,2.8556
104.46,1.0119,-1.0995,3.0858
104.48,0.2319,-0.821,3.1558
104.5,0.0289,-0.6098,3.2075
104.52,-0.7625,-0.5275,2.0008
104.54,-1.4907,-0.5137,2.0525
104.56,-1.6617,-1.1867,1.3414
104.58,-1.2607,-0.4496,0.7076
104.6,-1.5895,-0.5015,0.4205
104.62,-1.2462,-0.5031,-0.0109
104.64,-1.231,-0.2211,-0.7799
104.66,-1.0213,-0.1927,-0.4353
104.68,-0.5349,-0.0512,-0.1705
104.7,-0.6018,0.679,-0.9559
104.72,-0.5244,1.0076,-1.4283
104.74,-0.8724,1.0246,-1.1597
104.76,-0.3065,1.573,-2.5564
104.78,-0.3063,1.7082,-2.688
104.8,0.2573,1.5704,-3.4949
104.82,0.4424,1.2919,-3.395
104.84,1.1436,0.9722,-2.6959
104.86,1.0836,0.3388,-2.6367
104.88,1.5969,0.0946,-1.4822
104.9,1.9813,-0.4006,-0.6327
104.92,2.0205,-0.8576,0.8461
104.94,1.855,-0.6499,0.744
104.96,1.5756,-0.9676,2.1358
104.98,1.0647,-0.876,2.6447
105.0,0.4837,-0.7498,3.8138
105.02,-0.2259,-0.8432,3.233
105.04,-1.0502,-0.5678,2.7225
105.06,-1.2384,-0.6312,2.2464
105.08,-1.7709,-0.523,2.7685
105.1,-1.2969,-0.832,1.045
105.12,-2.0516,-0.6247,0.3354
105.14,-1.3181,-0.8808,0.2463
105.16,-1.3131,-0.9709,-0.3599
105.18,-1.119,-0.1255,-0.2425
105.2,-1.2003,-0.0913,-0.0413
105.22,-0.5577,0.1846,-0.6183
105.24,-0.542,0.595,-0.7379
105.26,-0.7141,1.4923,-1.6395
105.28,-0.4052,1.4957,-1.9175
105.3,-0.0811,1.6751,-2.0009
105.32,-0.4183,2.0094,-2.8544
105.34,0.3027,1.1587,-3.4721
105.36,0.8674,1.2247,-3.0141
105.38,1.6829,0.229,-2.9569
105.4,2.0611,0.2824,-1.5771
105.42,1.708,0.261,-0.926
105.44,1.6349,-0.6812,0.1823
105.46,1.9218,-0.97,0.999
105.48,1.6519,-0.5639,1.9182
105.5,1.2169,-0.9196,2.8105
105.52,0.4415,-1.3227,3.5319
105.54,-0.0598,-0.7647,3.9702
105.56,-0.6628,-0.8112,2.7768
105.58,-1.3007,-0.5772,2.8859
105.6,-1.3274,-0.7236,2.1032
105.62,-1.4505,-0.5745,1.5109
105.64,-1.4023,-0.1006,1.2152
105.66,-1.4985,-0.534,-0.0691
105.68,-1.3975,-0.8303,-0.1854
105.7,-1.3745,0.008,-0.4654
105.72,-1.0262,-0.2877,-0.343
105.74,-1.1529,0.3142,-1.1462
105.76,-1.0,1.017,-0.7251
105.78,-0.2379,1.1859,-1.9215
105.8,-0.6334,1.185,-1.552
105.82,-0.3669,1.1791,-2.1247
105.84,-0.2325,1.4058,-3.1796
105.86,0.1948,1.6905,-2.4925
105.88,0.161,1.215,-3.1732
105.9,0.7695,0.9302,-2.4229
105.92,1.3311,0.4332,-1.6941
105.94,1.8717,0.2591,-0.7991
105.96,1.6779,-0.4335,-0.3982
105.98,2.1805,-0.0126,0.9138
106.0,1.9618,-0.9119,2.0207
106.02,1.2129,-0.9694,2.8746
106.04,0.9128,-0.9565,3.6739
106.06,0.0362,-0.4805,3.7909
106.08,-0.4974,-0.4562,2.6465
106.1,-0.9543,-0.8744,2.5204
106.12,-1.709,-0.4884,2.5602
106.14,-1.6158,-1.0107,1.6396
106.16,-1.583,-0.7838,0.9876
106.18,-1.7793,-1.3077,0.3656
106.2,-1.2931,-0.9455,-0.3086
106.22,-0.8979,-1.0299,-0.4215
106.24,-0.7198,-0.5076,-1.2322
106.26,-0.7901,0.0942,-1.4555
106.28,-0.3928,0.5885,-1.0899
106.3,-0.5504,0.7931,-1.9085
106.32,-0.7633,1.478,-2.2802
106.34,0.1754,1.0881,-1.9061
106.36,0.0913,1.1312,-2.8204
106.38,0.9167,1.5008,-2.8118
106.4,0.7385,1.5754,-2.7016
106.42,0.8117,0.4784,-3.0019
106.44,1.5484,0.4268,-2.473
106.46,1.6555,0.7086,-1.2346
106.48,1.9861,0.0575,0.5551
106.5,1.9844,-0.6711,0.9934
106.52,1.3297,-0.4697,2.075
106.54,1.572,-0.4207,2.7996
106.56,1.0436,-0.821,3.7003
106.58,0.5028,-0.1592,3.8854
106.6,-0.1308,-0.6997,3.4249
106.62,-0.6827,-0.5697,2.859
106.64,-0.9909,-0.4662,2.5912
106.66,-1.2287,-0.3073,1.475
106.68,-1.5706,-1.056,0.7926
106.7,-1.8694,-0.765,0.1358
106.72,-2.0933,-0.959,-0.3659
106.74,-1.472,-1.0975,-0.9053
106.76,-1.1686,-0.6396,-0.4679
106.78,-0.8834,0.1071,-0.9174
106.8,-0.5769,0.5024,-1.8513
106.82,-0.8462,0.6889,-0.8093
106.84,-0.6904,1.0423,-1.4215
106.86,-0.6398,1.856,-2.3704
106.88,-0.5776,1.5457,-2.3828
106.9,0.3132,1.3539,-2.7731
106.92,0.5574,1.5253,-2.6889
106.94,1.0813,1.1602,-2.0851
106.96,1.5451,1.0063,-2.5488
106.98,1.8792,0.0597,-1.8441
107.0,1.8658,-0.2387,-0.1974
107.02,2.0206,-0.8038,0.8766
107.04,1.6997,-0.9531,1.6621
107.06,1.4409,-0.6185,2.589
107.08,0.7367,-0.4108,3.3748
107.1,0.3672,-0.576,3.0862
107.12,-0.1235,-0.8404,3.5629
107.14,-0.8218,-1.112,2.9213
107.16,-1.1871,-0.1367,2.6498
107.18,-1.202,-0.8135,1.6842
107.2,-1.4122,-1.1166,1.7956
107.22,-1.4099,-0.6581,0.5833
107.24,-1.7487,-0.668,-0.1325
107.26,-1.1272,-0.8996,-0.2449
107.28,-1.3104,-0.1666,-1.2034
107.3,-1.1906,-0.3289,-0.6396
107.32,-0.6761,0.0667,-1.1121
107.34,-1.0953,0.6498,-1.0949
107.36,-0.8964,0.5648,-1.6403
107.38,-0.7485,1.4605,-1.8394
107.4,-0.7545,1.1705,-2.2184
107.42,0.4294,1.6387,-2.6104
107.44,0.3676,1.5103,-3.3903
107.46,0.5691,0.7779,-3.2921
107.48,1.4262,0.8551,-2.5224
107.5,2.05,0.1265,-1.7039
107.52,1.9017,-0.3467,-0.645
107.54,2.1498,-0.3766,0.4007
107.56,1.9982,-0.3751,1.2222
107.58,1.5482,-0.7557,2.6334
107.6,1.6482,-0.489,3.2218
107.62,0.7327,-0.4562,3.4697
107.64,0.4041,-0.382,3.528
107.66,-0.0721,-0.4583,3.3823
107.68,-1.0111,-0.6597,2.6321
107.7,-1.1739,-1.2043,2.3202
107.72,-1.2117,-0.8029,1.1834
107.74,-1.3051,-0.9644,0.3347
107.76,-1.2937,-0.5375,0.1672
107.78,-1.431,-0.3898,-0.5272
107.8,-1.0291,-0.5384,-0.3898
107.82,-1.1315,-0.2246,-1.2672
107.84,-1.102,0.4301,-0.9246
107.86,-0.8096,0.8137,-1.2147
107.88,-0.7373,1.0637,-1.5328
107.9,-0.66,1.4237,-1.8505
107.92,-1.2009,1.4762,-1.6944
107.94,-0.1946,1.5252,-2.9342
107.96,-0.2788,1.6791,-2.8645
107.98,0.417,1.2694,-2.6906
108.0,0.8918,0.792,-2.6587
108.02,1.2204,0.0767,-0.7526
108.04,1.7117,0.7099,-1.1365
108.06,2.2276,-0.5141,0.2759
108.08,1.7564,-0.9363,1.7313
108.1,2.0895,-0.3237,3.3078
108.12,1.3173,-0.5384,3.1066
108.14,1.3325,-0.9561,3.0627
108.16,0.7821,-0.5372,3.3053
108.18,0.0351,-0.6737,2.6669
108.2,-0.7654,-0.4737,2.7322
108.22,-1.0465,-0.5676,1.7933
108.24,-1.1649,-0.7713,1.1507
108.26,-1.3867,-1.2967,0.6972
108.28,-1.2229,-0.9394,-0.3299
108.3,-1.4721,-1.1708,-1.1941
108.32,-1.7343,-0.4903,-1.2714
108.34,-1.0473,0.1734,-1.4514
108.36,-1.1235,0.1315,-0.8724
108.38,-0.7377,0.1675,-1.4983
108.4,-0.5436,0.8762,-2.2272
108.42,-0.3952,0.8027,-1.7302
108.44,-0.3112,1.0425,-2.1968
108.46,0.0465,1.5301,-2.6886
108.48,-0.2179,1.3106,-2.2296
108.5,0.5312,1.4371,-2.2452
108.52,0.7243,1.016,-2.4543
108.54,1.6308,0.7049,-1.773
108.56,1.7777,0.8975,-0.9474
108.58,1.7776,0.1214,0.1977
108.6,2.0389,-0.5345,1.1915
108.62,1.9331,-0.4157,2.4431
108.64,1.55,-0.5826,3.1665
108.66,0.9487,-0.818,3.6848
108.68,0.701,-0.2609,3.1193
108.7,0.2972,-0.7962,3.3634
108.72,-0.3309,-0.5883,2.7036
108.74,-0.658,-1.0544,2.3238
108.76,-1.0117,-0.5479,1.7506
108.78,-1.5566,-0.4911,0.9532
108.8,-1.4508,-0.9576,0.1343
108.82,-1.5272,-0.7173,-0.769
108.84,-1.1685,-0.5418,-0.5845
108.86,-1.2376,-0.5476,-1.4698
108.88,-0.8775,-0.5643,-1.5611
108.9,-0.5924,0.4199,-1.673
108.92,-1.0081,0.7433,-1.5155
108.94,-0.9173,1.2397,-1.4434
108.96,0.059,1.301,-1.7213
108.98,-0.7719,1.4625,-1.8168
109.0,-0.8703,1.6104,-2.5453
109.02,0.2962,1.7894,-2.8929
109.04,0.6303,1.035,-2.5154
109.06,1.0225,1.0567,-2.4855
109.08,1.5732,0.1108,-1.2562
109.1,2.0902,0.1405,-0.5409
109.12,2.0819,-0.1682,1.2709
109.14,2.3129,-0.5349,1.5049
109.16,1.7596,-0.4524,2.4239
109.18,0.9861,-0.5728,3.2783
109.2,0.4361,-0.7537,3.7049
109.22,0.0985,-0.8526,2.7999
109.24,-0.1572,-0.6183,2.6118
109.26,-0.5517,-0.3312,2.6293
109.28,-0.9604,-0.9917,1.4041
109.3,-1.4963,-0.9899,1.5369
109.32,-1.1491,-1.3959,0.2816
109.34,-1.4231,-0.6311,-0.4414
109.36,-1.2601,-1.3622,-0.5883
109.38,-1.4391,-1.2538,-1.0956
109.4,-0.6345,-0.2861,-0.6793
109.42,-1.0964,0.0752,-2.1968
109.44,-0.7485,0.8005,-2.1319
109.46,-0.6754,0.7705,-1.8363
109.48,-0.5244,1.1754,-2.1919
109.5,-0.5399,1.3245,-2.2581
109.52,-0.2227,1.592,-3.2098
109.54,-0.3007,1.417,-1.7614
109.56,0.1808,0.8585,-2.4166
109.58,1.4038,0.789,-2.0408
109.6,1.6313,0.9426,-1.1141
109.62,1.2229,0.2081,-0.6704
109.64,2.2602,-0.1785,0.4114
109.66,1.9533,-0.0512,1.4477
109.68,2.1656,-0.5563,2.5255
109.7,1.7424,-0.5341,2.9584
109.72,0.8032,-0.7209,3.8043
109.74,0.2806,-0.4614,4.2641
109.76,-0.1532,-0.8678,3.0705
109.78,-0.4544,-0.4738,3.0245
109.8,-1.2079,-0.7438,1.3842
109.82,-1.1887,-0.3772,1.4585
109.84,-1.7048,-0.9417,0.3099
109.86,-1.1861,-1.1403,-0.1066
109.88,-1.4602,-0.9961,-0.6427
109.9,-1.7041,-0.8965,-1.2134
109.92,-0.8692,-0.2266,-1.6934
109.94,-0.8814,-0.2141,-1.806
109.96,-0.7763,0.6625,-1.5069
109.98,-0.8319,0.9615,-2.5578
110.0,-0.6763,0.9042,-1.6849
110.02,-0.668,1.4006,-2.1658
110.04,-0.3057,1.8829,-2.1969
110.06,0.3194,1.2862,-2.4215
110.08,0.4948,1.4982,-2.6101
110.1,0.9853,1.3075,-2.0999
110.12,1.3243,0.3353,-1.9346
110.14,1.5143,0.4586,-0.683
110.16,2.0616,0.0157,0.4892
